id,department_id,department_name,category_id,category_name,name,arabic_name,sku,brand_name,description,unit,warehouse_unit,workshop_unit,conversion_factor,purchase_price,sale_price,sale_price_before_vat,km_type_value,allow_decimal_qty,allow_minus_qty,is_active,min_price_corporate,max_price_corporate,is_price_editable,min_price_editable,created_at,updated_at
182,20,Oil Change Department,8,AC Filters فلاتر المكيف,AC SONATA NEW 2011 STONE 3SAA0,مكيف هواء سوناتا جديد 2011 ستون 3SAA0,FLT-178,Saudi AC,AC SONATA NEW 2011 STONE 3SAA0 - Saudi branch stock item,pcs,pcs,pcs,1,9.5,30,26.09,,false,false,true,28,60,false,,2026-05-03T13:23:52.383Z,2026-05-03T13:23:52.383Z
183,20,Oil Change Department,12,Other Filters,MAXIMA STONE 16546 74S00,ماكسيما ستون 16546 74S00,FLT-179,Saudi MAXIMA,MAXIMA STONE 16546 74S00 - Saudi branch stock item,pcs,pcs,pcs,1,13,45,39.13,,false,false,true,43,90,false,,2026-05-03T13:23:52.383Z,2026-05-03T13:23:52.383Z
174,20,Oil Change Department,10,Air Filters,Engine filter Yars 0Y040,فلتر محرك يارس 0Y040,FLT-170,Saudi ENGINE,Engine filter Yars 0Y040 - Saudi branch stock item,pcs,pcs,pcs,1,15,35,30.43,,false,false,true,33,70,false,,2026-05-03T13:23:52.383Z,2026-05-07T11:09:21.527Z
368,20,Oil Change Department,1,Gear Oil,BENZOL  ATF CVT,بنزول زيت ناقل حركة أوتوماتيكي CVT,OIL-364,Saudi BENZOL,BENZOL  ATF CVT - Saudi branch stock item,liter,liter,liter,1,24,65,56.52,,true,false,true,63,130,false,,2026-05-03T13:23:52.383Z,2026-05-04T14:18:51.871Z
505,20,Oil Change Department,3,Misc Products,"Wiper HANSA 22""",مساحات هانسا 22 بوصة,PRO-502,Saudi WIPER,"Wiper HANSA 22"" - Saudi branch stock item",pcs,pcs,pcs,1,4.31,17.5,15.22,,false,false,true,15.5,35,false,,2026-05-03T13:23:52.383Z,2026-05-03T13:23:52.383Z
188,20,Oil Change Department,10,Air Filters,Engine filter Hyundai AA170,فلتر محرك هيونداي AA170,FLT-184,Saudi ENGINE,Engine filter Hyundai AA170 - Saudi branch stock item,pcs,pcs,pcs,1,20,40,34.78,,false,false,true,38,80,false,,2026-05-03T13:23:52.383Z,2026-05-07T11:09:31.608Z
196,20,Oil Change Department,10,Air Filters,ENGINE FILTER FORD 1032,فلتر محرك فورد ١٠٣٢,FLT-192,Saudi ENGINE,ENGINE FILTER FORD 1032 - Saudi branch stock item,pcs,pcs,pcs,1,10,40,34.78,,false,false,true,38,80,false,,2026-05-03T13:23:52.383Z,2026-05-07T11:09:40.903Z
190,20,Oil Change Department,12,Other Filters,HYUNDAI FH 28113 F6300,هيونداي FH ٢٨١١٣ F٦٣٠٠,FLT-186,Saudi HYUNDAI,HYUNDAI FH 28113 F6300 - Saudi branch stock item,pcs,pcs,pcs,1,25,35,30.43,,false,false,true,33,70,false,,2026-05-03T13:23:52.383Z,2026-05-03T13:23:52.383Z
198,20,Oil Change Department,10,Air Filters,Engine filter Isuzu stone 98140266,فلتر محرك إيسوزو ستون ٩٨١٤٠٢٦٦,FLT-194,Saudi ENGINE,Engine filter Isuzu stone 98140266 - Saudi branch stock item,pcs,pcs,pcs,1,20,45,39.13,,false,false,true,43,90,false,,2026-05-03T13:23:52.383Z,2026-05-07T11:09:48.785Z
192,20,Oil Change Department,12,Other Filters,STONE MOTOR CRAFT FL 6744  - 2022-23,ستون موتور كرافت FL ٦٧٤٤ - ٢٠٢٢-٢٣,FLT-188,Saudi STONE,STONE MOTOR CRAFT FL 6744  - 2022-23 - Saudi branch stock item,pcs,pcs,pcs,1,22,40,34.78,,false,false,true,38,80,false,,2026-05-03T13:23:52.383Z,2026-05-03T13:23:52.383Z
193,20,Oil Change Department,8,AC Filters فلاتر المكيف,AC FILTER SONATA L1000,فلتر مكيف هواء سوناتا L١٠٠٠,FLT-189,Saudi AC,AC FILTER SONATA L1000 - Saudi branch stock item,pcs,pcs,pcs,1,15.51,30,26.09,,false,false,true,28,60,false,,2026-05-03T13:23:52.383Z,2026-05-03T13:23:52.383Z
187,20,Oil Change Department,10,Air Filters,Engine filter Hyundai 3X000,فلتر محرك هيونداي 3X000,FLT-183,Saudi ENGINE,Engine filter Hyundai 3X000 - Saudi branch stock item,pcs,pcs,pcs,1,16,40,34.78,,false,false,true,38,80,false,,2026-05-03T13:23:52.383Z,2026-05-07T11:10:07.264Z
195,20,Oil Change Department,8,AC Filters فلاتر المكيف,AC filter Mazda J6X,فلتر مكيف هواء مازدا J٦X,FLT-191,Saudi AC,AC filter Mazda J6X - Saudi branch stock item,pcs,pcs,pcs,1,23,40,34.78,,false,false,true,38,80,false,,2026-05-03T13:23:52.383Z,2026-05-03T13:23:52.383Z
201,20,Oil Change Department,8,AC Filters فلاتر المكيف,AC filter Accent D1000,فلتر مكيف هواء أكسنت D١٠٠٠,FLT-197,Saudi AC,AC filter Accent D1000 - Saudi branch stock item,pcs,pcs,pcs,1,17,30,26.09,,false,false,true,28,60,false,,2026-05-03T13:23:52.383Z,2026-05-03T13:23:52.383Z
199,20,Oil Change Department,10,Air Filters,Engine filter Kia Kadenza F6200,فلتر محرك كيا كادينزا F٦٢٠٠,FLT-195,Saudi ENGINE,Engine filter Kia Kadenza F6200 - Saudi branch stock item,pcs,pcs,pcs,1,20,45,39.13,,false,false,true,43,90,false,,2026-05-03T13:23:52.383Z,2026-05-07T11:10:22.339Z
202,20,Oil Change Department,10,Air Filters,Engine filter Hyundai F2000,فلتر محرك هيونداي F٢٠٠٠,FLT-198,Saudi ENGINE,Engine filter Hyundai F2000 - Saudi branch stock item,pcs,pcs,pcs,1,21,40,34.78,,false,false,true,38,80,false,,2026-05-03T13:23:52.383Z,2026-05-07T11:10:43.122Z
203,20,Oil Change Department,10,Air Filters,Engine filter Nissan 1LKOE,فلتر محرك نيسان ١LKOE,FLT-199,Saudi ENGINE,Engine filter Nissan 1LKOE - Saudi branch stock item,pcs,pcs,pcs,1,20,50,43.48,,false,false,true,48,100,false,,2026-05-03T13:23:52.383Z,2026-05-07T11:10:51.782Z
200,20,Oil Change Department,10,Air Filters,Engine filter prado stone 38050,فلتر محرك برادو ستون ٣٨٠٥٠,FLT-196,Saudi ENGINE,Engine filter prado stone 38050 - Saudi branch stock item,pcs,pcs,pcs,1,22,50,43.48,,false,false,true,48,100,false,,2026-05-03T13:23:52.383Z,2026-05-07T11:10:59.276Z
132,20,Oil Change Department,7,Other Oil Filters,OIL FILTER MAZDA 302A BIG,فلتر زيت مازدا 302A كبير,FLT-128,Saudi OIL,OIL FILTER MAZDA 302A BIG - Saudi branch stock item,pcs,pcs,pcs,1,21,30,26.09,,false,false,true,28,60,false,,2026-05-03T13:23:52.383Z,2026-05-11T00:46:44.942Z
509,20,Oil Change Department,11,HYUNDAI Oil Filters,OIL FILTER ( HYUNDAI ) 503 small,فلتر زيت (هيونداي) 503 صغير,FLT-506,Saudi OIL,OIL FILTER ( HYUNDAI ) 503 small - Saudi branch stock item,pcs,pcs,pcs,1,14.38,20,17.39,,false,false,true,18,40,false,,2026-05-03T13:23:52.383Z,2026-05-17T08:17:45.425Z
518,20,Oil Change Department,7,Other Oil Filters,OIL FILTER HONDA ACORD A02,فلتر زيت هوندا أكورد A02,FLT-515,Saudi OIL,OIL FILTER HONDA ACORD A02 - Saudi branch stock item,pcs,pcs,pcs,1,20.12,25,21.74,,false,false,true,23,50,false,,2026-05-03T13:23:52.383Z,2026-05-17T08:17:45.430Z
526,20,Oil Change Department,18,TOYOTA Oil Filters,OIL FILTER TOYOTA 10009 ORIGINAL,فلتر زيت تويوتا 10009 أصلي,FLT-523,Saudi OIL,OIL FILTER TOYOTA 10009 ORIGINAL - Saudi branch stock item,pcs,pcs,pcs,1,34.5,45,39.13,,false,false,true,48,100,false,,2026-05-03T13:23:52.383Z,2026-05-17T08:17:45.440Z
525,20,Oil Change Department,5,Petromin Oil,PETROMIN 5W30,بترومين 5W30,OIL-522,Saudi PETROMIN,PETROMIN 5W30 - Saudi branch stock item,liter,liter,liter,1,25.4,31,26.96,10000,true,false,true,28,60,false,,2026-05-03T13:23:52.383Z,2026-05-17T08:17:45.475Z
212,20,Oil Change Department,12,Other Filters,NISSAN PATROL 1LOKE,نيسان باترول 1LOKE,FLT-208,Saudi NISSAN,NISSAN PATROL 1LOKE - Saudi branch stock item,pcs,pcs,pcs,1,23,40,34.78,,false,false,true,38,80,false,,2026-05-03T13:23:52.383Z,2026-05-03T13:23:52.383Z
213,20,Oil Change Department,3,Misc Products,Lube Gard FIXX,لوب جارد فيكس,PRO-209,Saudi LUBE,Lube Gard FIXX - Saudi branch stock item,pcs,pcs,pcs,1,68,80,69.57,,false,false,true,78,160,false,,2026-05-03T13:23:52.383Z,2026-05-03T13:23:52.383Z
214,20,Oil Change Department,10,Air Filters,Air Filter Nissan ultima Stone 16546 - 6CAOB,فلتر هواء نيسان ألتيما ستون 16546 - 6CAOB,FLT-210,Saudi AIR,Air Filter Nissan ultima Stone 16546 - 6CAOB - Saudi branch stock item,pcs,pcs,pcs,1,23,40,34.78,,false,false,true,38,80,false,,2026-05-03T13:23:52.383Z,2026-05-03T13:23:52.383Z
137,20,Oil Change Department,7,Other Oil Filters,OIL FILTER MOPAR 744 SMALL,فلتر زيت موبار 744 صغير,FLT-133,Saudi OIL,OIL FILTER MOPAR 744 SMALL - Saudi branch stock item,pcs,pcs,pcs,1,23,45,39.13,,false,false,true,43,90,false,,2026-05-03T13:23:52.383Z,2026-05-04T09:03:42.390Z
463,20,Oil Change Department,2,Other Oils,TOTAL 20W50,توتال ٢٠W٥٠,OIL-460,Saudi TOTAL,TOTAL 20W50 - Saudi branch stock item,liter,liter,liter,1,11.25,16,13.91,5000,true,false,true,14,32,false,,2026-05-03T13:23:52.383Z,2026-05-03T13:23:52.383Z
293,20,Oil Change Department,15,Castrol Oil,CASTROL 15W40 Diesel,زيت كاسترول 15W40 ديزل,OIL-289,Saudi CASTROL,CASTROL 15W40 Diesel - Saudi branch stock item,liter,liter,liter,1,10.5,15.5,13.48,5000,true,false,true,12,28,false,,2026-05-03T13:23:52.383Z,2026-05-03T13:23:52.383Z
364,20,Oil Change Department,16,Benzol Oil,BENZOL DIESEL / Benzene 15W40,بنزول ديزل/بنزين 15W40,OIL-360,Saudi BENZOL,BENZOL DIESEL / Benzene 15W40 - Saudi branch stock item,liter,liter,liter,1,10.5,15,13.04,5000,true,false,true,13,30,false,,2026-05-03T13:23:52.383Z,2026-05-03T13:23:52.383Z
366,20,Oil Change Department,16,Benzol Oil,BENZOL 10W30,بنزول 10W30,OIL-362,Saudi BENZOL,BENZOL 10W30 - Saudi branch stock item,liter,liter,liter,1,14.3,18,15.65,5000,true,false,true,16,36,false,,2026-05-03T13:23:52.383Z,2026-05-03T13:23:52.383Z
434,20,Oil Change Department,2,Other Oils,Nissan Oil 20W50,زيت نيسان 20W50,OIL-431,Saudi NISSAN,Nissan Oil 20W50 - Saudi branch stock item,bottle,bottle,bottle,1,12.5,16.5,14.35,5000,false,false,true,14.5,33,false,,2026-05-03T13:23:52.383Z,2026-05-03T13:23:52.383Z
410,20,Oil Change Department,7,Other Oil Filters,Oil Filter TUCSON 2M100,فلتر زيت توسان 2M100,FLT-407,Saudi OIL,Oil Filter TUCSON 2M100 - Saudi branch stock item,pcs,pcs,pcs,1,35,50,43.48,,false,false,true,48,100,false,,2026-05-03T13:23:52.383Z,2026-05-04T11:43:59.478Z
493,20,Oil Change Department,2,Other Oils,MOTORCRAFT 5W30 Normal,موتوركرافت 5W30 عادي,OIL-490,Saudi MOTORCRAFT,MOTORCRAFT 5W30 Normal - Saudi branch stock item,liter,liter,liter,1,12.5,16,13.91,5000,true,false,true,14,32,false,,2026-05-03T13:23:52.383Z,2026-05-03T13:23:52.383Z
500,20,Oil Change Department,2,Other Oils,Mobil Super 10W30,موبيل سوبر 10W30,OIL-497,Saudi MOBIL,Mobil Super 10W30 - Saudi branch stock item,liter,liter,liter,1,11.83,16,13.91,5000,true,false,true,14,32,false,,2026-05-03T13:23:52.383Z,2026-05-03T13:23:52.383Z
501,20,Oil Change Department,2,Other Oils,TOTAL 10W30,توتال 10W30,OIL-498,Saudi TOTAL,TOTAL 10W30 - Saudi branch stock item,liter,liter,liter,1,11.46,16,13.91,5000,true,false,true,14,32,false,,2026-05-03T13:23:52.383Z,2026-05-03T13:23:52.383Z
512,20,Oil Change Department,2,Other Oils,GULF 20W50,جلف 20W50,OIL-509,Saudi GULF,GULF 20W50 - Saudi branch stock item,liter,liter,liter,1,11.88,17,14.78,5000,true,false,true,15,34,false,,2026-05-03T13:23:52.383Z,2026-05-03T13:23:52.383Z
527,20,Oil Change Department,9,Shell Oil,Shell Rumaila Diesel (Barrel) 20W50,شل ريمولا ديزل (برميل) 20W50,OIL-524,Saudi SHELL,Shell Rumaila Diesel (Barrel) 20W50 - Saudi branch stock item,liter,liter,liter,1,8.85,11.65,10.13,5000,true,false,true,9.65,23.3,false,,2026-05-03T13:23:52.383Z,2026-05-03T13:23:52.383Z
520,20,Oil Change Department,9,Shell Oil,Shell Rimula Diesel 20W50,شل ريمولا ديزل 20W50,OIL-517,Saudi SHELL,Shell Rimula Diesel 20W50 - Saudi branch stock item,liter,liter,liter,1,10.62,14,12.17,5000,true,false,true,11,26,false,,2026-05-03T13:23:52.383Z,2026-05-03T13:23:52.383Z
539,20,Oil Change Department,5,Petromin Oil,Petromin Diesel Bermil 20W50,بترومين ديزل بيرميل 20W50,OIL-536,Saudi PETROMIN,Petromin Diesel Bermil 20W50 - Saudi branch stock item,liter,liter,liter,1,7.83,13,11.3,5000,true,false,true,11,26,false,,2026-05-03T13:23:52.383Z,2026-05-03T13:23:52.383Z
551,20,Oil Change Department,19,FILTER Oil,Filter Oil Diesel 15W40,زيت فلتر ديزل 15W40,FLT-548,Saudi FILTER,Filter Oil Diesel 15W40 - Saudi branch stock item,liter,liter,liter,1,9.62,13,11.3,5000,true,false,true,11,26,false,,2026-05-03T13:23:52.383Z,2026-05-03T13:23:52.383Z
508,20,Oil Change Department,2,Other Oils,HONDA 5W30,هوندا 5W30,OIL-505,Saudi HONDA,HONDA 5W30 - Saudi branch stock item,liter,liter,liter,1,20,26,22.61,10000,true,false,true,24,52,false,,2026-05-03T13:23:52.383Z,2026-05-04T14:01:21.770Z
218,20,Oil Change Department,10,Air Filters,Maleebo Air Filter  60894,فلتر هواء ماليبو 60894,FLT-214,Saudi MALEEBO,Maleebo Air Filter  60894 - Saudi branch stock item,pcs,pcs,pcs,1,24,40,34.78,,false,false,true,38,80,false,,2026-05-03T13:23:52.383Z,2026-05-03T13:23:52.383Z
219,20,Oil Change Department,8,AC Filters فلاتر المكيف,AC FILTER SONATA C1000 STONE,فلتر مكيف سوناتا C1000 ستون,FLT-215,Saudi AC,AC FILTER SONATA C1000 STONE - Saudi branch stock item,pcs,pcs,pcs,1,17,30,26.09,,false,false,true,28,60,false,,2026-05-03T13:23:52.383Z,2026-05-03T13:23:52.383Z
227,20,Oil Change Department,8,AC Filters فلاتر المكيف,AC filter TA0B,فلتر مكيف هواء TA0B,FLT-223,Saudi AC,AC filter TA0B - Saudi branch stock item,pcs,pcs,pcs,1,17,30,26.09,,false,false,true,28,60,false,,2026-05-03T13:23:52.383Z,2026-05-03T13:23:52.383Z
264,20,Oil Change Department,10,Air Filters,AIR filter Honda 6A0-A00,فلتر هواء هوندا ٦A٠-A٠٠,FLT-260,Saudi ENGINE,AIR filter Honda 6A0-A00 - Saudi branch stock item,pcs,pcs,pcs,1,17,40,34.78,,false,false,true,38,80,false,,2026-05-03T13:23:52.383Z,2026-05-07T11:53:29.392Z
267,20,Oil Change Department,10,Air Filters,AIR filter Hyundai D3100,فلتر هواء هونداي D٣١٠٠,FLT-263,Saudi ENGINE,AIR filter Hyundai D3100 - Saudi branch stock item,pcs,pcs,pcs,1,16,40,34.78,,false,false,true,38,80,false,,2026-05-03T13:23:52.383Z,2026-05-07T11:53:49.862Z
271,20,Oil Change Department,12,Other Filters,STONE1746ِAB,ستون 1746AB,FLT-267,Saudi STONE,STONE1746ِAB - Saudi branch stock item,pcs,pcs,pcs,1,45,50,43.48,,false,false,true,48,100,false,,2026-05-03T13:23:52.383Z,2026-05-03T13:23:52.383Z
273,20,Oil Change Department,12,Other Filters,Stone FH Jeep Landcruiser New 2022 1780 70060,ستون FH جيب لاندكروزر جديد 2022 1780 70060,FLT-269,Saudi STONE,Stone FH Jeep Landcruiser New 2022 1780 70060 - Saudi branch stock item,pcs,pcs,pcs,1,22,50,43.48,,false,false,true,48,100,false,,2026-05-03T13:23:52.383Z,2026-05-03T13:23:52.383Z
274,20,Oil Change Department,12,Other Filters,Stone FH Jeep Landcruiser New 2016 Diesl 51020,جيب ستون FH لاندكروزر جديد 2016 ديزل 51020,FLT-270,Saudi STONE,Stone FH Jeep Landcruiser New 2016 Diesl 51020 - Saudi branch stock item,pcs,pcs,pcs,1,34.5,50,43.48,,false,false,true,48,100,false,,2026-05-03T13:23:52.383Z,2026-05-03T13:23:52.383Z
276,20,Oil Change Department,13,Tools,Gasket Maker,مانع تسرب الحشيات,PRO-272,Saudi GASKET,Gasket Maker - Saudi branch stock item,pcs,pcs,pcs,1,8.7,10,8.7,,false,false,true,8,20,false,,2026-05-03T13:23:52.383Z,2026-05-03T13:23:52.383Z
284,20,Oil Change Department,10,Air Filters,Air Filter MAZDA PY8W-13-30,فلتر هواء مازدا PY8W-13-30,FLT-280,Saudi AIR,Air Filter MAZDA PY8W-13-30 - Saudi branch stock item,pcs,pcs,pcs,1,16,45,39.13,,false,false,true,43,90,false,,2026-05-03T13:23:52.383Z,2026-05-03T13:23:52.383Z
285,20,Oil Change Department,8,AC Filters فلاتر المكيف,AC FILTER STONE 27277 - 1HD0B,فلتر استون لمكيف الهواء 27277 - 1HD0B,FLT-281,Saudi AC,AC FILTER STONE 27277 - 1HD0B - Saudi branch stock item,pcs,pcs,pcs,1,17,35,30.43,,false,false,true,33,70,false,,2026-05-03T13:23:52.383Z,2026-05-03T13:23:52.383Z
409,20,Oil Change Department,7,Other Oil Filters,Filter ISUZU Rocky8-94391049-0 Corner / Stone,فلتر إيسوزو روكي 8-94391049-0 كورنر / ستون,FLT-406,Saudi FILTER,Filter ISUZU Rocky 049-0 Corner - Saudi branch stock item,pcs,pcs,pcs,1,39,60,52.17,,false,false,true,58,120,false,,2026-05-03T13:23:52.383Z,2026-05-04T12:32:15.295Z
268,20,Oil Change Department,7,Other Oil Filters,OIL FILTER Nissan Topex W1191,فلتر زيت نيسان توبكس W١١٩١,FLT-264,Saudi OIL,OIL FILTER Nissan Topex W1191 - Saudi branch stock item,pcs,pcs,pcs,1,10,25,21.74,,false,false,true,23,50,false,,2026-05-03T13:23:52.383Z,2026-05-04T14:25:50.053Z
283,20,Oil Change Department,10,Air Filters,AIR Filter  Stone 97499548,فلتر هواء ستون 97499548,FLT-279,Saudi ENGINE,AIR Filter  Stone 97499548 - Saudi branch stock item,pcs,pcs,pcs,1,32,45,39.13,,false,false,true,43,90,false,,2026-05-03T13:23:52.383Z,2026-05-07T11:52:53.234Z
294,20,Oil Change Department,3,Misc Products,WATER  Wiper 1 LITER,ماء ماسحة زجاج 1 لتر,OIL-290,Saudi WATER,WATER  Wiper 1 LITER - Saudi branch stock item,liter,liter,liter,1,1.1,4,3.48,,true,false,true,2,8,false,,2026-05-03T13:23:52.383Z,2026-05-03T13:23:52.383Z
269,20,Oil Change Department,10,Air Filters,AIR Filter Toyota  Camry 38010,فلتر هواء تويوتا كامري 38010,FLT-265,Saudi TOYOTA,Toyota Camry AIR Filter 38010 - Saudi branch stock item,pcs,pcs,pcs,1,10,40,34.78,,false,false,true,38,80,false,,2026-05-03T13:23:52.383Z,2026-05-07T11:55:33.044Z
282,20,Oil Change Department,10,Air Filters,AIR  Filter  GMC A1518C,فلتر هواء GMC A1518C,FLT-278,Saudi FILTER,AIR  Filter GMC A1518C - Saudi branch stock item,pcs,pcs,pcs,1,16,50,43.48,,false,false,true,48,100,false,,2026-05-03T13:23:52.383Z,2026-05-07T11:55:59.167Z
326,20,Oil Change Department,10,Air Filters,Ford Air Filter FA1754,فلتر هواء فورد FA1754,FLT-322,Saudi FORD,Ford Air Filter FA1754 - Saudi branch stock item,pcs,pcs,pcs,1,13,40,34.78,,false,false,true,38,80,false,,2026-05-03T13:23:52.383Z,2026-05-07T11:56:58.683Z
318,20,Oil Change Department,10,Air Filters,Isuzu Air Filter 2019-20 11413-0,فلتر هواء إيسوزو 2019-20 11413-0,FLT-314,Saudi ISUZU,Isuzu Air Filter 2019-20 11413-0 - Saudi branch stock item,pcs,pcs,pcs,1,34,50,43.48,,false,false,true,48,100,false,,2026-05-03T13:23:52.383Z,2026-05-03T13:23:52.383Z
319,20,Oil Change Department,10,Air Filters,Prado D-max Air Filter 30040,فلتر هواء برادو دي ماكس 30040,FLT-315,Saudi PRADO,Prado D-max Air Filter 30040 - Saudi branch stock item,pcs,pcs,pcs,1,12,45,39.13,,false,false,true,43,90,false,,2026-05-03T13:23:52.383Z,2026-05-03T13:23:52.383Z
320,20,Oil Change Department,10,Air Filters,Lexus Stone Air Filter 2013-20 31170,فلتر هواء لكزس ستون 2013-20 31170,FLT-316,Saudi LEXUS,Lexus Stone Air Filter 2013-20 31170 - Saudi branch stock item,pcs,pcs,pcs,1,20.5,40,34.78,,false,false,true,38,80,false,,2026-05-03T13:23:52.383Z,2026-05-03T13:23:52.383Z
321,20,Oil Change Department,10,Air Filters,Jeep Air Filter Stone 52020,فلتر هواء جيب ستون 52020,FLT-317,Saudi JEEP,Jeep Air Filter Stone 52020 - Saudi branch stock item,pcs,pcs,pcs,1,25,40,34.78,,false,false,true,38,80,false,,2026-05-03T13:23:52.383Z,2026-05-03T13:23:52.383Z
325,20,Oil Change Department,12,Other Filters,Nissan Safari 06J00 stone,نيسان سفاري 06J00 ستون,FLT-321,Saudi NISSAN,Nissan Safari 06J00 stone - Saudi branch stock item,pcs,pcs,pcs,1,14,50,43.48,,false,false,true,48,100,false,,2026-05-03T13:23:52.383Z,2026-05-03T13:23:52.383Z
327,20,Oil Change Department,12,Other Filters,Honda Civic Topex 17220-64A-A00,هوندا سيفيك توبكس 17220-64A-A00,FLT-323,Saudi HONDA,Honda Civic Topex 17220-64A-A00 - Saudi branch stock item,pcs,pcs,pcs,1,20,40,34.78,,false,false,true,38,80,false,,2026-05-03T13:23:52.383Z,2026-05-03T13:23:52.383Z
328,20,Oil Change Department,10,Air Filters,Engine Avio Air Filter 06696,فلتر هواء محرك أفيو 06696,FLT-324,Saudi ENGINE,Engine Avio Air Filter 06696 - Saudi branch stock item,pcs,pcs,pcs,1,13,40,34.78,,false,false,true,38,80,false,,2026-05-03T13:23:52.383Z,2026-05-03T13:23:52.383Z
329,20,Oil Change Department,12,Other Filters,Maleebo 2018-20 Topex 84335470,ماليبو 2018-20 توبكس 84335470,FLT-325,Saudi MALEEBO,Maleebo 2018-20 Topex 84335470 - Saudi branch stock item,pcs,pcs,pcs,1,18,40,34.78,,false,false,true,38,80,false,,2026-05-03T13:23:52.383Z,2026-05-03T13:23:52.383Z
330,20,Oil Change Department,12,Other Filters,Tokoma Epica Daweo0 96328718,توكوما إبيكا داويو0 96328718,FLT-326,Saudi TOKOMA,Tokoma Epica Daweo0 96328718 - Saudi branch stock item,pcs,pcs,pcs,1,15,40,34.78,,false,false,true,38,80,false,,2026-05-03T13:23:52.383Z,2026-05-03T13:23:52.383Z
331,20,Oil Change Department,10,Air Filters,Lexux Air Filter 17801-31110,فلتر هواء لكزس 17801-31110,FLT-327,Saudi LEXUX,Lexux Air Filter 17801-31110 - Saudi branch stock item,pcs,pcs,pcs,1,19,40,34.78,,false,false,true,38,80,false,,2026-05-03T13:23:52.383Z,2026-05-03T13:23:52.383Z
333,20,Oil Change Department,10,Air Filters,Mitsubishi Air Filter 1500A098,فلتر هواء ميتسوبيشي 1500A098,FLT-329,Saudi MITSUBISHI,Mitsubishi Air Filter 1500A098 - Saudi branch stock item,pcs,pcs,pcs,1,14,50,43.48,,false,false,true,48,100,false,,2026-05-03T13:23:52.383Z,2026-05-03T13:23:52.383Z
337,20,Oil Change Department,10,Air Filters,Haice Air Filter Topex 17801-75010,فلتر هواء هايس توبكس 17801-75010,FLT-333,Saudi HAICE,Haice Air Filter Topex 17801-75010 - Saudi branch stock item,pcs,pcs,pcs,1,16,50,43.48,,false,false,true,48,100,false,,2026-05-03T13:23:52.383Z,2026-05-03T13:23:52.383Z
339,20,Oil Change Department,10,Air Filters,Nisan Air Filter S0191,فلتر هواء نيسان S0191,FLT-335,Saudi NISAN,Nisan Air Filter S0191 - Saudi branch stock item,pcs,pcs,pcs,1,14,45,39.13,,false,false,true,43,90,false,,2026-05-03T13:23:52.383Z,2026-05-03T13:23:52.383Z
340,20,Oil Change Department,10,Air Filters,Air Filter Haice Diesel 30050,فلتر هواء هايس ديزل 30050,FLT-336,Saudi AIR,Air Filter Haice Diesel 30050 - Saudi branch stock item,pcs,pcs,pcs,1,14,45,39.13,,false,false,true,43,90,false,,2026-05-03T13:23:52.383Z,2026-05-03T13:23:52.383Z
344,20,Oil Change Department,12,Other Filters,D-max Safaya Isuzu 8-97172549-1,فلتر زيت إيسوزو دي-ماكس سافايا 8-97172549-1,FLT-340,Saudi D,D-max Safaya Isuzu 8-97172549-1 - Saudi branch stock item,pcs,pcs,pcs,1,9.5,25,21.74,,false,false,true,23,50,false,,2026-05-03T13:23:52.383Z,2026-05-03T13:23:52.383Z
359,20,Oil Change Department,10,Air Filters,AIR Filter  Stone 2H000,فلتر هواء ستون 2H000,FLT-355,Saudi ENGINE,AIR Filter  Stone 2H000 - Saudi branch stock item,pcs,pcs,pcs,1,25,40,34.78,,false,false,true,38,80,false,,2026-05-03T13:23:52.383Z,2026-05-07T11:58:33.548Z
347,20,Oil Change Department,12,Other Filters,Mitsubishi 2021-23 15200W010P,ميتسوبيشي 2021-2023 15200W010P,FLT-343,Saudi MITSUBISHI,Mitsubishi 2021-23 15200W010P - Saudi branch stock item,pcs,pcs,pcs,1,15,30,26.09,,false,false,true,28,60,false,,2026-05-03T13:23:52.383Z,2026-05-03T13:23:52.383Z
465,20,Oil Change Department,7,Other Oil Filters,Filter Mitsubishi Fuso Canter MSO18 / ME-215002 STONE,فلتر ميتسوبيشي فوسو كانتر MSO18 / ME-215002 ستون,FLT-462,Saudi FILTER,Filter Mitsubishi Fuso Canter MSO18 / ME-215002 STONE - Saudi branch stock item,pcs,pcs,pcs,1,22,33,28.7,,false,false,true,31,66,false,,2026-05-03T13:23:52.383Z,2026-05-04T13:55:08.527Z
353,20,Oil Change Department,10,Air Filters,Mitsubishi Air Filter 1500A608,فلتر هواء ميتسوبيشي 1500A608,FLT-349,Saudi MITSUBISHI,Mitsubishi Air Filter 1500A608 - Saudi branch stock item,pcs,pcs,pcs,1,18,45,39.13,,false,false,true,43,90,false,,2026-05-03T13:23:52.383Z,2026-05-03T13:23:52.383Z
358,20,Oil Change Department,8,AC Filters فلاتر المكيف,AC Filter 4H000,فلتر مكيف هواء 4H000,FLT-354,Saudi AC,AC Filter 4H000 - Saudi branch stock item,pcs,pcs,pcs,1,25,40,34.78,,false,false,true,38,80,false,,2026-05-03T13:23:52.383Z,2026-05-03T13:23:52.383Z
363,20,Oil Change Department,10,Air Filters,AIR FILTER FORD STONE 1939,فلتر هواء فورد ستون 1939,FLT-359,Saudi ENGINE,AIR FILTER FORD STONE 1939 - Saudi branch stock item,pcs,pcs,pcs,1,16,40,34.78,,false,false,true,38,80,false,,2026-05-03T13:23:52.383Z,2026-05-07T11:57:15.463Z
